Amerika birleþik devletlerinin doðu kýyýlarýnýn fazla göç almasýnýn temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Liman ticareti
Güneydoðu asyanýn fazla göç almasýnýn temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Tarýma elveriþlilik
Kutuplara yakýn bölgelerde nüfus yoðunluðunun az olmasýnýn en önemli sebebi nedir|sebebi||DESCRIPTION|REASON|Ýklim
Yüksek daðlýk alanlarda nüfus yoðunluðunun az olmasýnýn en temel sebebi nedir|sebebi||DESCRIPTION|REASON|Ulaþýmýn sýnýrlý olmasý
Ekvator bölgesinde nüfuslanmanýn az olmasýnýn en temel sebebi nedir|sebebi||DESCRIPTION|REASON|Sýk ormanlar
Dünyanýn en fazla nüfusa sahip kýtasý hangisidir|kýtasý||LOCATION|CONTINENT|Asya
Dünyanýn en az nüfusa sahip kýtasý hangisidir|kýtasý||LOCATION|CONTINENT|Okyanusya
1950-2010 yýllarý arasýnda nüfusun artýþýndaki deðiþikliklerin en önemli sebebi nedir|sebebi||DESCRIPTION|REASON|Ýnsanlarýn yaþam düzeylerinin yükselmesi
1950-2010 yýllarý arasýnda nüfus en fazla hangi kýtalarda toplanmýþtýr|hangi kýtalarda||LOCATION|CONTINENT|Asya ve Avrupa
Asya kýtasýndaki nüfus artýþýnýn temel nedeni nedir|temel nedeni||DESCRIPTION|REASON|Doðum oranýnýn fazla olmasý
Nüfus artýþ hýzý en fazla olan kýta hangisidir|kýta hangisidir||LOCATION|CONTINENT|Afrika
Sýnýrlarý belli bir alanda, belli bir süre içinde nüfus sayýsýndaki deðiþime ne denir|deðiþime denir||DESCRIPTION|DEFINITION|Nüfus artýþý
Doðum oranýndan ölüm oraný çýkartýldýðýnda ne bulunur|ne bulunur||DESCRIPTION|DESCRIPTION|Doðal nüfus artýþý
2010 yýlýna göre dünyadaki nüfus artýþ oraný kaçtýr|nüfus artýþ oraný kaçtýr||NUMERIC|PERCENTAGE|11,40%
Geliþmekte olan ülkelerde ortalama yaþam süresinin uzamasýnýn gelecekte doðuracaðý en önemli sonuç nedir|sonuç||DESCRIPTION|EFFECT|Yaþlýlýk sorunu
Genç nüfus olarak kabul edilen yaþ grubu nedir|yaþ grubu||NUMERIC|RANGE|0-14
Olgun nüfus olarak kabul edilen yaþ grubu nedir|yaþ grubu||NUMERIC|RANGE|15-64
Yaþlý nüfus olarak kabul edilen yaþ grubu nedir|yaþ grubu||NUMERIC|RANGE|65 ve üzeri
Nüfusun yaþ yapýsýný belirleyen en önemli faktör nedir|faktör||DESCRIPTION|REASON|Doðum oraný
Baðýmlý nüfusu hangi yaþ gruplarý oluþturur|hangi yaþ gruplarý||HUMAN|GROUP|Genç ve yaþlý nüfus
Bir alandaki toplam nüfusun, o alanýn yüz ölçümüne bölünmesiyle ne elde edilir|ne elde edilir||DESCRIPTION|DESCRIPTION|Arimetik nüfus yoðunluðu
Bir ülkedeki nüfusun ülke yüz ölçümüne oranlanmasýyla ne elde edilir|ne elde edilir||DESCRIPTION|DESCRIPTION|Nüfus yoðunluðu
Antarktika Kýtasýnda yerleþik hayatýn olmamasýnýn en büyük sebebi nedir|sebebi||DESCRIPTION|REASON|Ýklim koþullarý
Ganj nehri hangi ülkededir|hangi ülkededir||LOCATION|COUNTRY|Hindistan
Dekkan platosu Hindistan'ýn hangi tarafýnda bulunur|Hindistanýn hangi tarafýnda||LOCATION|REGION|Güney
Ganj nehri nerede doðar|nerede doðar||LOCATION|COUNTRY|Himalayalar
Ganj nehri nereden denize dökülür|nereden dökülür||LOCATION|CITY|Bengal Körfezi
Hindistan'ýn tarým açýsýndan en zengin ovalarý hangileridir|Hindistanýn ovalarý||ENTITY|PLAIN|Ýndus ve Ganj
Hindistan'da yaþayanlarýn yüzde kaçý tarýmla uðraþýr|yaþayanlarýn yüzde kaçý||NUMERIC|PERCENTAGE|0,64
Bengal Havzasý'nda en çok hangi tarým ürününün üretimi yaygýndýr|hangi tarým ürününün||ENTITY|PLANT|Pirinç
Hint kenevirinin diðer adý nedir|Hint kenevirinin adý||ENTITY|OTHERS|Jüt
Hindistan pamuk ve tütün üretimi bakýmýndan dünyada kaçýncý sýradadýr|kaçýncý sýradadýr||NUMERIC|COUNT|3
Dünyada mercimek üretiminde birinci sýrada olan ülke neresidir|ülke neresidir||LOCATION|COUNTRY|Hindistan
Hindistan baðýmsýzlýðýný hangi tarihte kazanmýþtýr|hangi tarihte||TEMPORAL|DATE|1947
Tac Mahal'i kim yaptýrmýþtýr|kim yaptýrmýþtýr||HUMAN|INDIVIDUAL|Babür Þah'ý
Hollanda'nýn resmi dili nedir|resmi dili||HUMAN|LANGUAGE|Flemenkçe
Hollanda'nýn kuzeyi ve güneyi arasýndaki uzaklýk ne kadardýr|uzaklýk ne kadardýr||NUMERIC|SIZE.LENGTH|300 km
Hollanda topraklarýnýn kaçta kaçý deniz seviyesinin altýndadýr|Hollanda topraklarýnýn kaçta kaçý||NUMERIC|PERCENTAGE|4’te 1/25%/%25
Denizden kazanýlan topraklara ne ad verilir|topraklara ad||ENTITY|ENTITY|Polder
Hollanda'nýn en yüksek noktasý kaç metredir|kaç metredir||NUMERIC|SIZE.LENGTH|321
Hollanda'nýn en yüksek noktasý neresidir|noktasý neresidir||LOCATION|LOCATION|Vaalsberg tepesi
Hollanda'nýn en alçak noktasý kaç metredir|kaç metredir||NUMERIC|SIZE.LENGTH|-6.7 m
Dünya'da iç su ulaþým aðý en geliþmiþ ülke hangisidir|ülke||LOCATION|COUNTRY|Hollanda
Hollanda'daki ormanlar ülke arazisinin yüzde kaçýný oluþturur|ülke arazisinin yüzde kaçýný||NUMERIC|PERCENTAGE|0.18/18%/%18
Hollanda'nýn nüfus yoðunluðu ne kadardýr|nüfus yoðunluðu ne kadardýr||NUMERIC|SIZE.DENSITY|353 kiþi/km2
Ýtalya'da hakim olan din hangisidir|din||HUMAN|RELIGION|Hristiyanlýk
Ýtalya'nýn uzaydan görünüþü neyi andýrýr|neyi andýrýr||DESCRIPTION|DESCRIPTION|Çizme
Ýtalya'nýn en büyük adalarý hangileridir|Ýtalyanýn adalarý||ENTITY|OTHERS|Sicilya ve Sardinya
Ýtalya'da sanayi hangi tarihten sonra hýzlý bir ilerleme sürecine girmiþtir|hangi tarihten sonra||TEMPORAL|DATE|1950
Ýtalya'ya bir yýlda yaklaþýk ne kadar turist gelmektedir|ne kadar turist||NUMERIC|SIZE.POPULATION|40 milyon/40000000/40.000.000
Fransa'da yýllýk kiþi baþýna düþen milli gelir ne kadardýr|milli gelir ne kadardýr||NUMERIC|MONEY|33.678$/33678$
Fransa'daki havaalaný sayýsý kaçtýr|havaalaný sayýsý kaçtýr||NUMERIC|COUNT|478
Dünyada turistlik açýdan en fazla ziyaret edilen ülke neresidir|ülke neresidir||LOCATION|COUNTRY|Fransa
ABD'nin baþ þehri neresidir|baþ þehri neresidir||LOCATION|CAPITAL|Washington
ABD kaç eyaletten oluþmaktadýr|kaç eyaletten||NUMERIC|COUNT|50
Amerika kýtasýný kim keþfetmiþtir|kim||HUMAN|INDIVIDUAL|Kristof Kolomb
Federal Almanya ve Doðu Almanya hangi tarihte birleþmiþlerdir|hangi tarihte||TEMPORAL|DATE|3 Ekim 1990/1990
Almanya'da yaþayan Türk sayýsý yaklaþýk ne kadardýr|Türk sayýsý ne kadardýr||NUMERIC|SIZE.POPULATION|3 Milyon/3000000/3.000.000
Rusya Federasyonu hangi yýl kurulmuþtur|hangi yýl||TEMPORAL|DATE|1991
Rusya'nýn hangi kýtalarda topraðý vardýr|hangi kýtalara||LOCATION|CONTINENT|Avrupa Asya
Çin'in en önemli akarsularýndan olan Yang-çe'nin Türkçe anlamý nedir|Türkçe anlamý||DESCRIPTION|DESCRIPTION|Mavi Irmak
Çin'in ikinci büyük ýrmaðý olan Huang-ho’nun anlamý nedir|anlamý||DESCRIPTION|DESCRIPTION|Sarý Irmak
Çin uygarlýðý kaç yýllýk bir geçmiþe sahiptir|kaç yýllýk||NUMERIC|COUNT|4000 yýlýk
Çin hangi yýldan itibaren sosyalist bir idare tarzý ile yönetilir|hangi yýldan itibaren||TEMPORAL|DATE|1949
Pekin'in nüfusu kaç kiþidir|kaç kiþidir||NUMERIC|SIZE.POPULATION|19 Milyon/19000000/19.000.000
HongKong'da hangi iklim hakimdir|hangi iklim||ENTITY|OTHERS|Muson iklimi
Çin Ar-Ge çalýþmalarýna yýllýk ne kadar para ayýrmaktadýr|ne kadar para||NUMERIC|MONEY|30.5 Milyar Dolar
Ýnsani geliþim endeksini hangi topluluk hazýrlar|hangi topluluk||HUMAN|GROUP|Birleþmiþ Milletler
HongKong hangi tarihe kadar Ýngiliz Krallýðýna baðlý bir sömürgeydi|hangi tarihe||TEMPORAL|DATE|1 Temmuz 1997/1997
Çin Halk Cumhuriyeti coðrafi açýdan kaç bölgeye ayrýlýr|kaç bölgeye||NUMERIC|COUNT|4
Rusya'daki petrol rezervlerinin %80'i Rusya'nýn hangi bölgesinde bulunur|Rusyanýn hangi bölgesinde||LOCATION|REGION|Sibirya
Rusya hangi ülkenin daðýlmasýyla kurulmuþtur|hangi ülkenin||LOCATION|COUNTRY|SSCB
SSCB'nin açýlýmý nedir|açýlýmý||ABBREVIATION|EXPRESSION|Sovyet Sosyalist Cumhuriyetler Birliði
Ýpek yolunun baþlangýcý hangi ülkedir|hangi ülkedir||LOCATION|COUNTRY|Çin
Ýlk coðrafi keþifler kaçýncý yüzyýlda baþlamýþtýr|kaçýncý yüzyýlda||TEMPORAL|CENTURY|14. Yüzyýl/XIV
Ümit burnu ne zaman keþfedilmiþtir|ne zaman keþfedilmiþtir||TEMPORAL|DATE|1487
Ümit burnu kimin tarafýndan keþfedilmiþtir|kim tarafýndan||HUMAN|INDIVIDUAL|Bartelmi Diaz
Bartelmi Diaz nerelidir|nerelidir||LOCATION|COUNTRY|Portekiz
Dünyayý dolaþan ilk denizci kimdir|denizci kimdir||HUMAN|INDIVIDUAL|Macellan
Kristof Kolomb Amerika'ya ilk kez ne zaman ulaþmýþtýr|ne zaman ulaþmýþtýr||TEMPORAL|DATE|1492
Akdeniz ile Hint okyanusu arasýndaki ticaret yollarýný kýsaltmayý saðlayan kanal hangisidir|kanal||ENTITY|RIVER|Süveyþ Kanalý
Dünyada ilk telgraf hattý ne zaman kurulmuþtur|ne zaman kurulmuþtur||TEMPORAL|DATE|1844
Matbaa ne zaman icat edildi|ne zaman icat edildi||TEMPORAL|DATE|1450
Ýlk fotoðraf makinasý ne zaman yapýldý|ne zaman yapýldý||TEMPORAL|DATE|1837
Telefon hangi tarihte icat edildi|hangi tarihte||TEMPORAL|DATE|1861
Ses kayýt makinasýnýn icat edilme tarihi nedir|icat edilme tarihi||TEMPORAL|DATE|1877
Kýtalar arasý ilk telefon görüþmesi ne zaman yapýldý|ne zaman yapýldý||TEMPORAL|DATE|1915
Renkli televizyonun ilk üretilme tarihi nedir|ilk üretilme tarihi||TEMPORAL|DATE|1928
Dünyada ilk olarak halkýna televizyon yayýný yapan ülke hangisidir|ülke||LOCATION|COUNTRY|Ýngiltere
Panama kanalýndan bir yýlda yaklaþýk kaç gemi geçmektedir|kaç gemi||NUMERIC|AVERAGE|13-14 bin/13000 14000
Dünya ticaretinin yüzde kaçý Panama kanalý üzerinden yapýlmaktadýr|Dünya ticaretinin yüzde kaçý||NUMERIC|PERCENTAGE|%5/5%
Süveyþ Kanalýnýn uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|161 Km
Dünyada kapaklarý olmayan en uzun kanal hangisidir|kanal||ENTITY|RIVER|Süveyþ Kanalý
Kiel Kanalý hangi tarihte deniz trafiðine açýlmýþtýr|hangi tarihte||TEMPORAL|DATE|1895
Yunanistan ve Mora yarýmadasýný birbirine baðlayan kanalýn adý nedir|kanalýn adý||ENTITY|RIVER|Korint Kanalý
Cebelitarik boðazýnýn en sýð yeri ne kadardýr|yeri ne kadardýr||NUMERIC|SIZE.DEPTH|324 metre
Cebelitarýk boðazýndaki yüzeysel akýntý nereden nereye doðrudur|yüzeysel akýntý nereden nereye doðrudur||ENTITY|OTHERS|Batýdan doðuya
Bering Boðazýný kim keþfetmiþtir|kim keþfetmiþtir||HUMAN|INDIVIDUAL|Bering
Bering boðazý ne zaman keþfedilmiþtir|ne zaman kaþfedilmiþtir||TEMPORAL|DATE|1730
Bering boðazýnýn kâþifi nerelidir|kaþifi nerelidir||LOCATION|COUNTRY|Danimarka
Karadeniz’in Akdeniz’e açýlmasýný saðlayan boðazlar hangileridir|boðazlar||ENTITY|OTHERS|Ýstanbul Boðazý Çanakkale Boðazý
Ýlk kara yolu ne zaman yapýlmýþtýr|ne zaman yapýlmýþtýr||TEMPORAL|DATE|Milattan Önce 7. Yüzyýl/M.Ö. VII. yy
Türkiye'de 100 km2'ye düþen yol ne kadardýr|yol ne kadardýr||NUMERIC|SIZE.LENGTH|3 Km
Türkiye'de 100 km2'ye düþen yol kaç km'dir|yol kaç Kmdir||NUMERIC|SIZE.LENGTH|3 Km
Türkiye'de 100 kilometrekarelik alana düþen yol kaç kilometredir|kaç kilometredir||NUMERIC|SIZE.LENGTH|3 kilometre/3 km
Dünyada hava ulaþýmýnýn kaçta kaçý ABD sýnýrlarý içinden gerçekleþmektedir|hava ulaþýmýnýn kaçta kaçý||NUMERIC|PERCENTAGE|33%/%33
Dünyada demir yolu aðýnýn en sýk olduðu bölge neresidir|bölge neresidir||LOCATION|LOCATION|ABD
Dünyanýn en uzun demir yolu hattýnýn adý nedir|demir yolu hattýnýn adý||ENTITY|OTHERS|Trassibirya
Transsibirya demiryolu hattýnýn yaklaþýk uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|AVERAGE|15000 km
Dünyanýn en uzun demiryolu hattýnýn yaklaþýk uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|AVERAGE|15000 km
Afrika demir yollarýnýn geliþiminde hangi devletin desteði Avrupa devletinin desteði büyüktür|hangi Avrupa devletinin desteði||LOCATION|COUNTRY|Fransa
Yük ve yolcu taþýma maliyetinin en yüksek olduðu ulaþým yolu hangisidir|ulaþým yolu||ENTITY|OTHERS|Hava yollarý
Türkiye'de 1000 kiþiye kaç km yol düþmektedir|kaç km yol||NUMERIC|SIZE.LENGTH|1 km
Yazý ilk defa hangi uygarlýk tarafýndan bulunmuþtur|hangi uygarlýk||HUMAN|NATION|Sümerler
Telgraf hatlarýnýn kurulmasý ile hangi iletiþim türü baþlamýþtýr|hangi iletiþim türü||ENTITY|OTHERS|Elektronik iletiþim
Hürmüz boðazýnýn en dar yeri ne kadardýr|yeri ne kadardýr||NUMERIC|SIZE.LENGTH|56 km
Baltýk denizini Kuzey denize baðlayan kanalýn uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|99 km
Kiel kanalýnýn uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|99 km
Babülmendep Kanalý hangi ülkelerin kýyýlarý arasýndadýr|hangi ülkelerin||LOCATION|COUNTRY|Yemen Somali
Bering boðazý hangi denizleri birbirine baðlar|hangi denizleri||ENTITY|SEA|Bering Kuzey Buz
Bugüne kadar Dünya üzerindeki ölçülen en yüksek hava sýcaklýðý kaç derecedir|kaç derecedir||NUMERIC|DEGREE|57 C
Bugüne kadar Dünya üzerindeki ölçülen en yüksek hava sýcaklýðý nerede ölçülmüþtür|nerede ölçülmüþtür||LOCATION|LOCATION|El Azizias
Bugüne kadar Dünya üzerindeki ölçülen en düþük hava sýcaklýðý kaç derecedir|kaç dereecedir||NUMERIC|DEGREE|-89.2 C
Bugüne kadar Dünya üzerindeki ölçülen en düþük hava sýcaklýðý nerede ölçülmüþtür|nerede ölçülmüþtür||LOCATION|LOCATION|Vostok araþtýrma merkezi
Ýke kasýrgasý ne zaman gerçekleþmiþtir|ne zaman gerçekleþmiþtir||TEMPORAL|DATE|7 Eylül 2008
Ýke kasýrgasý ne kadar hýza ulaþmýþtýr|ne kadar hýza||NUMERIC|SPEED|180 km-s
Töhoku depremi ne zaman gerçekleþmiþtir|ne zaman gerçekleþmiþtir||TEMPORAL|DATE|2011
Marmara depremi kaç þiddetinde olmuþtur|kaç þiddetinde||NUMERIC|COUNT|7,4
Marmara depremi hangi tarihte meydana gelmiþtir|hangi tarihte||TEMPORAL|DATE|17 Aðustos 1999
Yeryüzünde özellikle aþýrý yaðýþ alan eðimli bölgelerde yaydýn olarak görülen kütle hareketlerine ne denir|kütle hareketlerine denir||DESCRIPTION|DEFINITION|Heyelan
Bir bölgede nem miktarýndaki geçici dengesizliðin o bölgedeki su kýtlýðý ile iliþkisine ne ad verilir|iliþkisine ad||DESCRIPTION|DEFINITION|Kuraklýk
1965-1967 yýllarý arasýnda Hindistan'da hüküm süren kuraklýk sonucu kaç kiþi hayatýný kaybetmiþtir|kaç kiþi||NUMERIC|COUNT|1.5 Milyon/1500000/1.500.000
Manþ tüneli hangi tarihte hizmete açýlmýþtýr|hangi tarihte||TEMPORAL|DATE|1994
Manþ tüneli hangi ülkeler arasýndadýr|hangi ülkeler||LOCATION|COUNTRY|Fransa Ýngiltere
Dünyanýn en büyük su nakli projesi hangi ülkeye aittir|hangi ülkeye||LOCATION|COUNTRY|Libya
Toba daðý hangi ülke sýnýrlarý içerisindedir|hangi ülke sýnýrlarý||LOCATION|COUNTRY|Endonezya
Mal ve hizmetlerin saðlanmasýna ne denir|Mal ve hizmetlerin saðlanmasýna denir||DESCRIPTION|DEFINITION|Üretim
Mal ve hizmetlerin tüketiciye ulaþtýrýlmasýna ne ad verilir|ulaþtýrýlmasýna ad||DESCRIPTION|DEFINITION|Daðýtým
Mal ve hizmetlerin kullanýlmasý ne ile ifade edilir|ne ile ifade edilir||DESCRIPTION|DEFINITION|Tüketim
Ekonomik faaliyetlerin ilk zincirini ne oluþturur|ne oluþturur||ENTITY|OTHERS|Üretim
Ekonomik faaliyetlerin son zincirini ne oluþturur|ne oluþturur||ENTITY|OTHERS|Tüketim
Türkiye’de çay üretimi hangi bölgede olur|hangi bölgede||LOCATION|REGION.LOCAL|Doðu Karadeniz
Bir çizimin harita özelliði taþýmasý için kaç temel ilkeye uyma zorunluluðu vardýr|kaç temel ilkeye||NUMERIC|COUNT|3
Yeryüzündeki ayrýntýlarý en az hata ile bir düzlem üzerinde gösterebilmek için geliþtirilen metotlara ne ad verilir|metotlara ad||DESCRIPTION|DEFINITION|Ýz düþüm metotlarý
Harita çizimi ile uðraþan bilim dalýna ne ad verilir|bilim dalýna ad||DESCRIPTION|DEFINITION|Kartoðrafya
Haritadaki uzunluðun gerçek uzunluða bölünmesi neyi verir|neyi verir||DESCRIPTION|DESCRIPTION|Ölçek
Ölçeði 1/20000 ile 1/200000 arasýnda olan haritalar hangileridir|haritalar||DESCRIPTION|DEFINITION|Topoðrafya Haritalarý
Profil hangi tip haritalardan çýkarýlabilir|hangi tip haritalardan||ENTITY|OTHERS|Fiziki Haritalardan
Eþ derinlik eðrilerinin diðer adý nedir|Eþ derinlik eðrilerinin adý||ENTITY|OTHERS|Ýzobat
Kýyýdan 200 metre derinliðe kadar olan saha neyle ifade edilir|saha neyle ifade edilir||DESCRIPTION|DEFINITION|Kýta sahanlýðý
Gölgelendirme yöntemi ile çizim yapýlýrken haritanýn sað üst köþesinden kaç derecelik bir açýyla ýþýk geldiði varsayýlýr|kaç derecelik bir açýyla||NUMERIC|DEGREE|45
Lejant ne demektir|ne demektir||DESCRIPTION|DEFINITION|Harita anahtarý
Fiziki haritalarda yeþil alanlar kaç metre aralýklarýný ifade eder|kaç metre aralýklarý||NUMERIC|SIZE.LENGTH|0-200
Haritadaki uzunluk ile harita ölçeðinin çarpýmý neyi verir|neyi verir||DESCRIPTION|DESCRIPTION|Gerçek uzunluðu
Kutuplara eþit uzaklýktaki noktalarýn birleþtirilmesiyle elde edilen hayali çembere ne ad verilir|hayali çembere ad||ENTITY|ENTITY|Ekvator
Kaç adet paralel vardýr|Kaç adet paralel||NUMERIC|COUNT|180
Paraleller hangi doðrultuda uzanýr|hangi doðrultuda||ENTITY|OTHERS|Doðu-Batý
Ýki paralel arasýndaki uzaklýk ne kadardýr|uzaklýk ne kadardýr||NUMERIC|SIZE.LENGTH|111 km
230-271 kuzey enleminin özel adý nedir|230-271 kuzey enleminin adý||ENTITY|OTHERS|Yengeç dönencesi
230-271 güney enlemin diðer adý nedir|230-271 güney enleminin adý||ENTITY|OTHERS|Oðlak dönencesi
Bir noktanýn Ekvator'a olan uzaklýðýnýn açý cinsinden deðerine ne denir|açý cinsinden deðerine denir||ENTITY|ENTITY|Enlem
Greenwich'in antimeridyeni nedir|antimeridyeni||ENTITY|OTHERS|1800 boylamý
900 güney paralelinin özel adý nedir|900 güney paralelinin adý||ENTITY|OTHERS|Güney kutup noktasý
Saat dilimleri kaç meridyende bir numaralandýrýlýr|kaç meridyende bir||NUMERIC|COUNT|15
Ýleri saat uygulamasýna gidilmeye hangi tarihten itibaren baþlanmýþtýr|hangi tarihten itibaren||TEMPORAL|DATE|1978
En büyük paralel dairesi hangisidir|paralel dairesi||ENTITY|OTHERS|Ekvator
Güneþ'in ufuk düzlemi üzerinde en yüksek noktaya ulaþtýðý zamana ne denir|zamana denir||DESCRIPTION|DEFINITION|Öðle vakti
Ekonomik, sosyal, doðal ya da siyasi nedenlerle birey veya topluluklarýn yer deðiþtirmesine ne denir|yer deðiþtirmesine denir||DESCRIPTION|DEFINITION|Göç
Bir ülke içinde bölge, þehir ve köy gibi bir yerden diðerine yönelik nüfus hareketlerine ne denir|nüfus hareketlerine denir||DESCRIPTION|DEFINITION|Ýç göç
Bir ülkeden baþka bir ülkeye olan göçlere ne ad verilir|göçlere ad||DESCRIPTION|DEFINITION|Dýþ göç
Göçlerin kaç temel sebebi vardýr|kaç temel sebebi||NUMERIC|COUNT|4
Türklerin Orta Asya'dan göç etmelerinin temel sebebi neydi|temel sebebi||DESCRIPTION|REASON|Kuraklýk
Savaþlar, sýnýr ihlalleri ve iç karýþýklýklar nedeniyle can güvenliklerini saðlamak için ülke deðiþtiren insanlara ne denir|ülke deðiþtiren insanlara denir||DESCRIPTION|DEFINITION|Mülteci
Uzun süreli ve devamlý kalmak üzere yapýlan göçlere ne denir|göçlere denir||DESCRIPTION|DEFINITION|Kalýcý göç
Kavimler göçü kaçýncý yüzyýllarda gerçekleþmiþtir|kaçýncý yüzyýllarda gerçekleþmiþtir||TEMPORAL|CENTURY|4.yy 5.yy/IV. V. yy
Kavimler göç hangi çaðýn kapanmasýna sebep olmuþtur|hangi çaðýn||TEMPORAL|ERA|Ýlk çað
Coðrafi keþifler hangi yüzyýlda  hýz kazanmýþtýr|hangi yüzyýlda||TEMPORAL|CENTURY|15.yy/XV. yy
Amerika kýtasýna olan göçlerde, kayýtlara göre ortalama kaç insan yer deðiþtirmiþtir|kaç insan||NUMERIC|SIZE.POPULATION|60 milyon/60000000/60.000.000
Ýngiliz ve Fransýzlar Amerikanýn hangi bölgelerinde koloniler kurmuþlardýr|Amerikanýn hangi bölgelerinde||LOCATION|REGION|Kuzey Amerika
Ýspanyollar Amerikanýn hangi bölgesinde koloniler kurmuþlardýr|Amerikanýn hangi bölgesinde||LOCATION|REGION|Güney Amerika
Amerikaya olan göçler hangi yüzyýlda hýz kazanmýþtýr|hangi yüzyýlda||TEMPORAL|CENTURY|19. yy
Osmanlý devleti bünyesinde yaþayan rumlarýn temel geçim kaynaðý neydi|temel geçim kaynaðý||DESCRIPTION|DESCRIPTION|Ticaret
Yunanistan ile mübadele kararýný içeren Lozan anlaþmasý ne zaman imzalanmýþtýr|ne zaman imzalanmýþtýr||TEMPORAL|DATE|30 ocak 1923
Çoðunlukla bilim ve tekniðin geliþmesine katkýda bulunabilecek nitelikli elemanlarýn baþka ülkelere çalýþmak amaçlý göç etmelerine ne denir|göç etmelerine denir||DESCRIPTION|DEFINITION|Beyin göçü
Ülkeler arasý beyin göçü hangi yýldan sonra hýz kazanmýþtýr|hangi yýldan sonra||TEMPORAL|DATE|1960
Türkiye en çok beyin göçü veren ülkeler arasýnda kaçýcý sýradadýr|kaçýncý sýradadýr||NUMERIC|COUNT|24
Almanya kalkýnma politikasý sebebiyle hangi yýllar arasý iþçi alýmý yapmýþtýr|hangi yýllar arasý||TEMPORAL|PERIOD|1952-1954
Türkiyeden avrupaya ilk iþçi göçleri hangi yýllar arasýnda gerçekleþmiþtir|hangi yýllar arasýnda||TEMPORAL|PERIOD|1958-1961
Türkiye almanya ile hangi yýlda iþçi göçü anlaþmasý yapmýþtýr|hangi yýlda||TEMPORAL|DATE|1961
Günümüzde Almanyada yaklaþýk kaç insanýmýz iþçi olarak çalýþmaktadýr|kaç insanýmýz||NUMERIC|SIZE.POPULATION|1.3 milyon/1300000/1.300.000
Göç alan þehirlerde ortaya çýkan problemlerin temel nedeni nedir|temel nedeni||DESCRIPTION|REASON|Plansýz kentleþme
Akarsularýmýzýn taþýmaya elveriþli olmamasýnýn temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Denge profilleri
Türkiye hidroelektrik üretim potansiyeli açýsýndan dünya sýralamasýnda kaçýncýdýr|kaçýncýdýr||NUMERIC|COUNT|3
Dünyaca ünlü çoruh nehrinde hangi spor yapýlýr|hangi spor||ENTITY|OTHERS|Rafting
Doðru karadenizdeki akarsularýn her zaman bol su taþýyor olmasýnýn temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Yaðýþ miktarý
En geniþ havzaya sahip bölgemiz hangisidir|bölgemiz||LOCATION|REGION.LOCAL|Karadeniz
Ege bölgesinde akasularýn doðrultusu ne yöne doðrudur|ne yöne doðrudur||ENTITY|OTHERS|Doðu-batý
Yaðýþlý dönemde bol su taþýyan akarsular temelde nereden beslenir|nereden beslenir||ENTITY|ENTITY|Yaðmur
Yaðmurla beslenen akarsular daha çok hangi iklimde görülür|hangi iklimde||ENTITY|OTHERS|Akdeniz
Kar ve buz sularýyla beslenen akarsularýn akýþýnda azalma hangi mevsimde olur|hangi mevsimde||TEMPORAL|SEASON|Kýþ
Fýrat nehrinde bahar aylarýnda saniyede geçen ortalama su akýmý ne kadardýr|su akýmý ne kadardýr||NUMERIC|SIZE.DENSITY|2000 metre küp/2000 m3
Gölden çýkan akarsularýn beslendiði yerlere ne denir|beslendiði yere denir||DESCRIPTION|DEFINITION|Gideðen
Akým rejimleri yýl içinde birden çok kez deðiþen akarsulara ne denir|deðiþen akarsulara denir||DESCRIPTION|DEFINITION|Karma rejimli akarsular
Türkiyede ortalama kaç tane doðal göl vardýr|kaç tane doðal göl||NUMERIC|AVERAGE|120
Türkiyede ortalama kaç adet baraj gölü bulunmaktadýr|kaç adet baraj gölü||NUMERIC|AVERAGE|555
Ülkemizdeki göllerin toplam yüzölçümü ortalama olarak ne kadardýr|yüzölçümü ne kadardýr||NUMERIC|SIZE.AREA|10000 m2
Türkiyenin en büyük gölü nedir|gölü||ENTITY|LAKE|Van gölü
Buzul gölleri ortalama kaç metre yükseklikte bulunurlar|kaç metre yükseklikte||NUMERIC|SIZE.HEIGHT|2000 m
Volkanik alanlardaki çukurlarýn suyla dolmasý sonucu oluþan göllere ne isim verilir|göllere isim||DESCRIPTION|DEFINITION|Volkanik göl
Delta ovalarýndaki kýyý oklarýnýn gerisinde oluþan göllere ne denir|göllere denir||DESCRIPTION|DEFINITION|Kýyý set gölü
Volkanlardan çýkan lavlarýn bir çukurluðun ve vadinin önünü kapamasýyla oluþan göllere ne denir|göllere denir||DESCRIPTION|DEFINITION|Volkanik set gölleri
