Dünyanın en fazla nüfusa sahip kıtası hangisidir|kıtası||LOCATION|CONTINENT|Asya
Dünyanın en az nüfusa sahip kıtası hangisidir|kıtası||LOCATION|CONTINENT|Okyanusya
1950-2010 yılları arasında nüfusun artışındaki değişikliklerin en önemli sebebi nedir|değişikliklerin||DESCRIPTION|REASON|İnsanların yaşam düzeylerinin yükselmesi
1950-2010 yılları arasında nüfus en fazla hangi kıtalarda toplanmıştır|kıtalarda|en , en fazla|LOCATION|CONTINENT|Asya ve Avrupa
Asya kıtasındaki nüfus artışının temel nedeni nedir|temel nedeni||DESCRIPTION|REASON|Doğum oranının fazla olması
Nüfus artış hızı en fazla olan kıta hangisidir|kıta hangisidir|en fazla olan|LOCATION|CONTINENT|Afrika
Sınırları belli bir alanda, belli bir süre içinde nüfus sayısındaki değişime ne denir|nüfus sayısındaki değişime|nüfus sayısındaki|DESCRIPTION|DEFINITION|Nüfus artışı
Doğum oranından ölüm oranı çıkartıldığında ne bulunur|bulunur||DESCRIPTION|DESCRIPTION|Doğal nüfus artışı
2010 yılına göre dünyadaki nüfus artış oranı kaçtır|nüfus artış oranı||NUMERIC|PERCENTAGE|11.40%
Gelişmekte olan ülkelerde ortalama yaşam süresinin uzamasının gelecekte doğuracağı en önemli sonuç nedir|sonuç|doğuracağı , en önemli|DESCRIPTION|EFFECT|Yaşlılık sorunu
Genç nüfus olarak kabul edilen yaş grubu nedir|yaş grubu|edilen|NUMERIC|RANGE|0-14
Olgun nüfus olarak kabul edilen yaş grubu nedir|yaş grubu|edilen|NUMERIC|RANGE|15-64
Yaşlı nüfus olarak kabul edilen yaş grubu nedir|yaş grubu|olarak edilen|NUMERIC|RANGE|65 ve üzeri
Nüfusun yaş yapısını belirleyen en önemli faktör nedir|faktör|belirleyen , en önemli|DESCRIPTION|REASON|Doğum oranı
Bağımlı nüfusu hangi yaş grupları oluşturur|yaş grupları||HUMAN|GROUP|Genç ve yaşlı nüfus
Bir alandaki toplam nüfusun, o alanın yüz ölçümüne bölünmesiyle ne elde edilir|elde edilir||DESCRIPTION|DESCRIPTION|Arimetik nüfus yoğunluğu
Bir ülkedeki nüfusun ülke yüz ölçümüne oranlanmasıyla ne elde edilir|elde edilir||DESCRIPTION|DESCRIPTION|Nüfus yoğunluğu
Antarktika Kıtasında yerleşik hayatın olmamasının en büyük sebebi nedir|hayatın olmamasının sebebi|en büyük|DESCRIPTION|REASON|İklim koşulları
Ganj nehri hangi ülkededir|ülkededir||LOCATION|COUNTRY|Hindistan
Dekkan platosu Hindistan'ın hangi tarafında bulunur|Hindistanın tarafında||LOCATION|REGION|Güney
Ganj nehri nerede doğar|Ganj nehri doğar||LOCATION|COUNTRY|Himalayalar
Ganj nehri nereden denize dökülür|Ganj nehri dökülür||LOCATION|CITY|Bengal Körfezi
Hindistan'ın tarım açısından en zengin ovaları hangileridir|Hindistanın ovaları|en zengin|ENTITY|PLAIN|İndus ve Ganj
Hindistan'da yaşayanların yüzde kaçı tarımla uğraşır|yaşayanların yüzde||NUMERIC|PERCENTAGE|0.64
Bengal Havzası'nda en çok hangi tarım ürününün üretimi yaygındır|tarım ürününün|en çok|ENTITY|PLANT|Pirinç
Hint kenevirinin diğer adı nedir|Hint kenevirinin adı|diğer|ENTITY|OTHERS|Jüt
Hindistan pamuk ve tütün üretimi bakımından dünyada kaçıncı sıradadır|kaçıncı sıradadır||NUMERIC|COUNT|3
Dünyada mercimek üretiminde birinci sırada olan ülke neresidir|ülke neresidir||LOCATION|COUNTRY|Hindistan
Hindistan bağımsızlığını hangi tarihte kazanmıştır|tarihte||TEMPORAL|DATE|1947
Tac Mahal'i kim yaptırmıştır|Tac Mahali yaptırmıştır||HUMAN|INDIVIDUAL|Babür Şah'ı
Hollanda'nın resmi dili nedir|Hollandanın resmi dili||HUMAN|LANGUAGE|Flemenkçe
Hollanda'nın kuzeyi ve güneyi arasındaki uzaklık ne kadardır|uzaklık||NUMERIC|SIZE.LENGTH|300 km
Hollanda topraklarının kaçta kaçı deniz seviyesinin altındadır|Hollanda topraklarının kaçta kaçı||NUMERIC|PERCENTAGE|4’te 1/25%/%25
Denizden kazanılan topraklara ne ad verilir|topraklara|kazanılan|ENTITY|ENTITY|Polder
Hollanda'nın en yüksek noktası kaç metredir|metredir||NUMERIC|SIZE.LENGTH|321
Hollanda'nın en yüksek noktası neresidir|Hollandanın noktası||LOCATION|LOCATION|Vaalsberg tepesi
Hollanda'nın en alçak noktası kaç metredir|metredir||NUMERIC|SIZE.LENGTH|-6.7 m
Dünya'da iç su ulaşım ağı en gelişmiş ülke hangisidir|ülke|en gelişmiş|LOCATION|COUNTRY|Hollanda
Hollanda'daki ormanlar ülke arazisinin yüzde kaçını oluşturur|ülke arazisinin yüzde||NUMERIC|PERCENTAGE|0.18/18%/%18
Hollanda'nın nüfus yoğunluğu ne kadardır|nüfus yoğunluğu||NUMERIC|SIZE.DENSITY|353 kişi/km2
İtalya'da hakim olan din hangisidir|din|hakim olan|HUMAN|RELIGION|Hristiyanlık
İtalya'nın uzaydan görünüşü neyi andırır|İtalyanın görünüşü andırır||DESCRIPTION|DESCRIPTION|Çizme
İtalya'nın en büyük adaları hangileridir|İtalyanın adaları||ENTITY|OTHERS|Sicilya ve Sardinya
İtalya'da sanayi hangi tarihten sonra hızlı bir ilerleme sürecine girmiştir|tarihten sonra||TEMPORAL|DATE|1950
İtalya'ya bir yılda yaklaşık ne kadar turist gelmektedir|İtalyaya turist gelmektedir||NUMERIC|SIZE.POPULATION|40 milyon/40000000/40.000.000
Fransa'da yıllık kişi başına düşen milli gelir ne kadardır|milli gelir|milli|NUMERIC|MONEY|33.678$/33678$
Fransa'daki havaalanı sayısı kaçtır|Fransadaki havaalanı sayısı||NUMERIC|COUNT|478
Dünyada turistlik açıdan en fazla ziyaret edilen ülke neresidir|ülke neresidir||LOCATION|COUNTRY|Fransa
ABD'nin baş şehri neresidir|ABDnin baş şehri||LOCATION|CAPITAL|Washington
ABD kaç eyaletten oluşmaktadır|eyaletten oluşmaktadır||NUMERIC|COUNT|50
Amerika kıtasını kim keşfetmiştir|Amerika kıtasını keşfetmiştir||HUMAN|INDIVIDUAL|Kristof Kolomb
Federal Almanya ve Doğu Almanya hangi tarihte birleşmişlerdir|tarihte||TEMPORAL|DATE|3 Ekim 1990/1990
Almanya'da yaşayan Türk sayısı yaklaşık ne kadardır|Türk sayısı|yaşayan|NUMERIC|SIZE.POPULATION|3 Milyon/3000000/3.000.000
Rusya Federasyonu hangi yıl kurulmuştur|yıl||TEMPORAL|DATE|1991
Rusya'nın hangi kıtalarda toprağı vardır|kıtalara||LOCATION|CONTINENT|Avrupa Asya
Çin'in en önemli akarsularından olan Yang-çe'nin Türkçe anlamı nedir|Türkçe anlamı||DESCRIPTION|DESCRIPTION|Mavi Irmak
Çin'in ikinci büyük ırmağı olan Huang-ho’nun anlamı nedir|Çinin ırmağı Huang-honun anlamı|ikinci büyük , olan|DESCRIPTION|DESCRIPTION|Sarı Irmak
Çin uygarlığı kaç yıllık bir geçmişe sahiptir|yıllık geçmişe sahiptir||NUMERIC|COUNT|4000 yılık
Çin hangi yıldan itibaren sosyalist bir idare tarzı ile yönetilir|yıldan itibaren||TEMPORAL|DATE|1949
Pekin'in nüfusu kaç kişidir|kişidir||NUMERIC|SIZE.POPULATION|19 Milyon/19000000/19.000.000
HongKong'da hangi iklim hakimdir|iklim||ENTITY|OTHERS|Muson iklimi
Çin Ar-Ge çalışmalarına yıllık ne kadar para ayırmaktadır|kadar para||NUMERIC|MONEY|30.5 Milyar Dolar
İnsani gelişim endeksini hangi topluluk hazırlar|topluluk||HUMAN|GROUP|Birleşmiş Milletler
HongKong hangi tarihe kadar İngiliz Krallığına bağlı bir sömürgeydi|tarihe||TEMPORAL|DATE|1 Temmuz 1997/1997
Çin Halk Cumhuriyeti coğrafi açıdan kaç bölgeye ayrılır|bölgeye ayrılır||NUMERIC|COUNT|4
Rusya'daki petrol rezervlerinin %80'i Rusya'nın hangi bölgesinde bulunur|Rusyanın bölgesinde||LOCATION|REGION|Sibirya
Rusya hangi ülkenin dağılmasıyla kurulmuştur|ülkenin||LOCATION|COUNTRY|SSCB
SSCB'nin açılımı nedir|açılımı||ABBREVIATION|EXPRESSION|Sovyet Sosyalist Cumhuriyetler Birliği
İpek yolunun başlangıcı hangi ülkedir|ülkedir||LOCATION|COUNTRY|Çin
İlk coğrafi keşifler kaçıncı yüzyılda başlamıştır|kaçıncı yüzyılda||TEMPORAL|CENTURY|14. Yüzyıl/XIV
Ümit burnu ne zaman keşfedilmiştir|zaman keşfedilmiştir||TEMPORAL|DATE|1487
Ümit burnu kimin tarafından keşfedilmiştir|Ümit burnu keşfedilmiştir||HUMAN|INDIVIDUAL|Bartelmi Diaz
Bartelmi Diaz nerelidir|nerelidir||LOCATION|COUNTRY|Portekiz
Dünyayı dolaşan ilk denizci kimdir|denizci|dolaşan , ilk|HUMAN|INDIVIDUAL|Macellan
Kristof Kolomb Amerika'ya ilk kez ne zaman ulaşmıştır|zaman ulaşmıştır||TEMPORAL|DATE|1492
Akdeniz ile Hint okyanusu arasındaki ticaret yollarını kısaltmayı sağlayan kanal hangisidir|kanal|sağlayan|ENTITY|RIVER|Süveyş Kanalı
Dünyada ilk telgraf hattı ne zaman kurulmuştur|zaman kurulmuştur||TEMPORAL|DATE|1844
Matbaa ne zaman icat edildi|zaman icat edildi||TEMPORAL|DATE|1450
İlk fotoğraf makinası ne zaman yapıldı|zaman yapıldı||TEMPORAL|DATE|1837
Telefon hangi tarihte icat edildi|tarihte||TEMPORAL|DATE|1861
Ses kayıt makinasının icat edilme tarihi nedir|icat edilme tarihi||TEMPORAL|DATE|1877
Kıtalar arası ilk telefon görüşmesi ne zaman yapıldı|zaman yapıldı|ilk|TEMPORAL|DATE|1915
Renkli televizyonun ilk üretilme tarihi nedir|ilk üretilme tarihi|Renkli , ilk|TEMPORAL|DATE|1928
Dünyada ilk olarak halkına televizyon yayını yapan ülke hangisidir|ülke|ilk olarak yapan|LOCATION|COUNTRY|İngiltere
Panama kanalından bir yılda yaklaşık kaç gemi geçmektedir|gemi|yaklaşık|NUMERIC|AVERAGE|13-14 bin/13000 14000
Dünya ticaretinin yüzde kaçı Panama kanalı üzerinden yapılmaktadır|Dünya ticaretinin yüzde||NUMERIC|PERCENTAGE|%5/5%
Süveyş Kanalının uzunluğu ne kadardır|uzunluğu||NUMERIC|SIZE.LENGTH|161 Km
Dünyada kapakları olmayan en uzun kanal hangisidir|kanal|kapakları olmayan , en uzun|ENTITY|RIVER|Süveyş Kanalı
Kiel Kanalı hangi tarihte deniz trafiğine açılmıştır|tarihte||TEMPORAL|DATE|1895
Yunanistan ve Mora yarımadasını birbirine bağlayan kanalın adı nedir|kanalın adı|bağlayan|ENTITY|RIVER|Korint Kanalı
Cebelitarik boğazının en sığ yeri ne kadardır|yeri|en sığ|NUMERIC|SIZE.DEPTH|324 metre
Cebelitarık boğazındaki yüzeysel akıntı nereden nereye doğrudur|Cebelitarık akıntı doğrudur||ENTITY|OTHERS|Batıdan doğuya
Bering Boğazını kim keşfetmiştir|keşfetmiştir||HUMAN|INDIVIDUAL|Bering
Bering boğazı ne zaman keşfedilmiştir|zaman kaşfedilmiştir||TEMPORAL|DATE|1730
Bering boğazının kâşifi nerelidir|kaşifi nerelidir||LOCATION|COUNTRY|Danimarka
Karadeniz’in Akdeniz’e açılmasını sağlayan boğazlar hangileridir|boğazlar|açılmasını sağlayan|ENTITY|OTHERS|İstanbul Boğazı Çanakkale Boğazı
İlk kara yolu ne zaman yapılmıştır|zaman yapılmıştır|İlk|TEMPORAL|DATE|Milattan Önce 7. Yüzyıl/M.Ö. VII. yy
Türkiye'de 100 km2'ye düşen yol ne kadardır|yol||NUMERIC|SIZE.LENGTH|3 Km
Türkiye'de 100 km2'ye düşen yol kaç km'dir|kmdir|düşen|NUMERIC|SIZE.LENGTH|3 Km
Türkiye'de 100 kilometrekarelik alana düşen yol kaç kilometredir|kilometredir|düşen|NUMERIC|SIZE.LENGTH|3 kilometre/3 km
Dünyada hava ulaşımının kaçta kaçı ABD sınırları içinden gerçekleşmektedir|hava ulaşımının kaçta kaçı||NUMERIC|PERCENTAGE|33%/%33
Dünyada demir yolu ağının en sık olduğu bölge neresidir|bölge neresidir|en sık olduğu|LOCATION|LOCATION|ABD
Dünyanın en uzun demir yolu hattının adı nedir|Dünyanın demir yolu hattının adı|en uzun|ENTITY|OTHERS|Trassibirya
Transsibirya demiryolu hattının yaklaşık uzunluğu ne kadardır|uzunluğu|yaklaşık|NUMERIC|AVERAGE|15000 km
Dünyanın en uzun demiryolu hattının yaklaşık uzunluğu ne kadardır|uzunluğu|yaklaşık|NUMERIC|AVERAGE|15000 km
Afrika demir yollarının gelişiminde hangi devletin desteği Avrupa devletinin desteği büyüktür|Avrupa devletinin||LOCATION|COUNTRY|Fransa
Yük ve yolcu taşıma maliyetinin en yüksek olduğu ulaşım yolu hangisidir|ulaşım yolu|en yüksek olduğu|ENTITY|OTHERS|Hava yolları
Türkiye'de 1000 kişiye kaç km yol düşmektedir|km yol||NUMERIC|SIZE.LENGTH|1 km
Yazı ilk defa hangi uygarlık tarafından bulunmuştur|uygarlık||HUMAN|NATION|Sümerler
Telgraf hatlarının kurulması ile hangi iletişim türü başlamıştır|iletişim türü||ENTITY|OTHERS|Elektronik iletişim
Hürmüz boğazının en dar yeri ne kadardır|yeri|en dar|NUMERIC|SIZE.LENGTH|56 km
Baltık denizini Kuzey denize bağlayan kanalın uzunluğu ne kadardır|uzunluğu||NUMERIC|SIZE.LENGTH|99 km
Kiel kanalının uzunluğu ne kadardır|uzunluğu||NUMERIC|SIZE.LENGTH|99 km
Babülmendep Kanalı hangi ülkelerin kıyıları arasındadır|ülkelerin||LOCATION|COUNTRY|Yemen Somali
Bering boğazı hangi denizleri birbirine bağlar|denizleri||ENTITY|SEA|Bering Kuzey Buz
Bugüne kadar Dünya üzerindeki ölçülen en yüksek hava sıcaklığı kaç derecedir|derecedir|Dünya üzerindeki ölçülen, en yüksek|NUMERIC|DEGREE|57 C
Bugüne kadar Dünya üzerindeki ölçülen en yüksek hava sıcaklığı nerede ölçülmüştür|hava sıcaklığı ölçülmüştür|Dünya üzerindeki ölçülen, en yüksek|LOCATION|LOCATION|El Azizias
Bugüne kadar Dünya üzerindeki ölçülen en düşük hava sıcaklığı kaç derecedir|dereecedir|Dünya üzerindeki ölçülen, en düşük|NUMERIC|DEGREE|-89.2 C
Bugüne kadar Dünya üzerindeki ölçülen en düşük hava sıcaklığı nerede ölçülmüştür|hava sıcaklığı ölçülmüştür|Dünya üzerindeki ölçülen, en düşük|LOCATION|LOCATION|Vostok araştırma merkezi
İke kasırgası ne zaman gerçekleşmiştir|zaman gerçekleşmiştir||TEMPORAL|DATE|7 Eylül 2008
İke kasırgası ne kadar hıza ulaşmıştır|kadar hıza||NUMERIC|SPEED|180 km-s
Töhoku depremi ne zaman gerçekleşmiştir|zaman gerçekleşmiştir||TEMPORAL|DATE|2011
Marmara depremi kaç şiddetinde olmuştur|şiddetinde olmuştur||NUMERIC|COUNT|7.4
Marmara depremi hangi tarihte meydana gelmiştir|tarihte||TEMPORAL|DATE|17 Ağustos 1999
Yeryüzünde özellikle aşırı yağış alan eğimli bölgelerde yaydın olarak görülen kütle hareketlerine ne denir|kütle hareketlerine|olarak görülen|DESCRIPTION|DEFINITION|Heyelan
Bir bölgede nem miktarındaki geçici dengesizliğin o bölgedeki su kıtlığı ile ilişkisine ne ad verilir|ilişkisine||DESCRIPTION|DEFINITION|Kuraklık
1965-1967 yılları arasında Hindistan'da hüküm süren kuraklık sonucu kaç kişi hayatını kaybetmiştir|kişi hayatını kaybetmiştir||NUMERIC|COUNT|1.5 Milyon/1500000/1.500.000
Manş tüneli hangi tarihte hizmete açılmıştır|tarihte||TEMPORAL|DATE|1994
Manş tüneli hangi ülkeler arasındadır|ülkeler||LOCATION|COUNTRY|Fransa İngiltere
Dünyanın en büyük su nakli projesi hangi ülkeye aittir|ülkeye||LOCATION|COUNTRY|Libya
Toba dağı hangi ülke sınırları içerisindedir|ülke sınırları||LOCATION|COUNTRY|Endonezya
Mal ve hizmetlerin sağlanmasına ne denir|Mal ve hizmetlerin sağlanmasına||DESCRIPTION|DEFINITION|Üretim
Mal ve hizmetlerin tüketiciye ulaştırılmasına ne ad verilir|ulaştırılmasına||DESCRIPTION|DEFINITION|Dağıtım
Mal ve hizmetlerin kullanılması ne ile ifade edilir|ile ifade edilir||DESCRIPTION|DEFINITION|Tüketim
Ekonomik faaliyetlerin ilk zincirini ne oluşturur|oluşturur||ENTITY|OTHERS|Üretim
Ekonomik faaliyetlerin son zincirini ne oluşturur|oluşturur||ENTITY|OTHERS|Tüketim
Türkiye’de çay üretimi hangi bölgede olur|bölgede||LOCATION|REGION.LOCAL|Doğu Karadeniz
Bir çizimin harita özelliği taşıması için kaç temel ilkeye uyma zorunluluğu vardır|temel ilkeye uyma zorunluluğu vardır|için , , temel|NUMERIC|COUNT|3
Yeryüzündeki ayrıntıları en az hata ile bir düzlem üzerinde gösterebilmek için geliştirilen metotlara ne ad verilir|metotlara|için geliştirilen|DESCRIPTION|DEFINITION|İz düşüm metotları
Harita çizimi ile uğraşan bilim dalına ne ad verilir|bilim dalına|ile uğraşan|DESCRIPTION|DEFINITION|Kartoğrafya
Haritadaki uzunluğun gerçek uzunluğa bölünmesi neyi verir|neyi verir||DESCRIPTION|DESCRIPTION|Ölçek
Ölçeği 1/20000 ile 1/200000 arasında olan haritalar hangileridir|haritalar||DESCRIPTION|DEFINITION|Topoğrafya Haritaları
Profil hangi tip haritalardan çıkarılabilir|tip haritalardan||ENTITY|OTHERS|Fiziki Haritalardan
Eş derinlik eğrilerinin diğer adı nedir|Eş derinlik eğrilerinin adı|diğer|ENTITY|OTHERS|İzobat
Kıyıdan 200 metre derinliğe kadar olan saha neyle ifade edilir|saha neyle ifade edilir||DESCRIPTION|DEFINITION|Kıta sahanlığı
Gölgelendirme yöntemi ile çizim yapılırken haritanın sağ üst köşesinden kaç derecelik bir açıyla ışık geldiği varsayılır|derecelik açıyla geldiği|derecelik , derecelik açıyla|NUMERIC|DEGREE|45
Lejant ne demektir|demektir||DESCRIPTION|DEFINITION|Harita anahtarı
Fiziki haritalarda yeşil alanlar kaç metre aralıklarını ifade eder|metre aralıklarını ifade eder||NUMERIC|SIZE.LENGTH|0-200
Haritadaki uzunluk ile harita ölçeğinin çarpımı neyi verir|neyi verir||DESCRIPTION|DESCRIPTION|Gerçek uzunluğu
Kutuplara eşit uzaklıktaki noktaların birleştirilmesiyle elde edilen hayali çembere ne ad verilir|hayali çembere|birleştirilmesiyle edilen , hayali|ENTITY|ENTITY|Ekvator
Kaç adet paralel vardır|adet paralel||NUMERIC|COUNT|180
Paraleller hangi doğrultuda uzanır|doğrultuda||ENTITY|OTHERS|Doğu-Batı
İki paralel arasındaki uzaklık ne kadardır|uzaklık|İki , paralel arasındaki|NUMERIC|SIZE.LENGTH|111 km
230-271 kuzey enleminin özel adı nedir|230-271 kuzey enleminin adı|özel|ENTITY|OTHERS|Yengeç dönencesi
230-271 güney enlemin diğer adı nedir|230-271 güney enleminin adı|diğer|ENTITY|OTHERS|Oğlak dönencesi
Bir noktanın Ekvator'a olan uzaklığının açı cinsinden değerine ne denir|açı cinsinden değerine||ENTITY|ENTITY|Enlem
Greenwich'in antimeridyeni nedir|antimeridyeni||ENTITY|OTHERS|1800 boylamı
900 güney paralelinin özel adı nedir|900 güney paralelinin adı|özel|ENTITY|OTHERS|Güney kutup noktası
Saat dilimleri kaç meridyende bir numaralandırılır|meridyende bir numaralandırılır||NUMERIC|COUNT|15
İleri saat uygulamasına gidilmeye hangi tarihten itibaren başlanmıştır|tarihten itibaren||TEMPORAL|DATE|1978
En büyük paralel dairesi hangisidir|paralel dairesi|En büyük|ENTITY|OTHERS|Ekvator
Güneş'in ufuk düzlemi üzerinde en yüksek noktaya ulaştığı zamana ne denir|zamana|üzerinde ulaştığı|DESCRIPTION|DEFINITION|Öğle vakti
Ekonomik, sosyal, doğal ya da siyasi nedenlerle birey veya toplulukların yer değiştirmesine ne denir|toplulukların yer değiştirmesine||DESCRIPTION|DEFINITION|Göç
Bir ülke içinde bölge, şehir ve köy gibi bir yerden diğerine yönelik nüfus hareketlerine ne denir|nüfus hareketlerine||DESCRIPTION|DEFINITION|İç göç
Bir ülkeden başka bir ülkeye olan göçlere ne ad verilir|göçlere|olan|DESCRIPTION|DEFINITION|Dış göç
Göçlerin kaç temel sebebi vardır|Göçlerin temel sebebi||NUMERIC|COUNT|4
Türklerin Orta Asya'dan göç etmelerinin temel sebebi neydi|temel sebebi||DESCRIPTION|REASON|Kuraklık
Savaşlar, sınır ihlalleri ve iç karışıklıklar nedeniyle can güvenliklerini sağlamak için ülke değiştiren insanlara ne denir|ülke değiştiren insanlara|ülke değiştiren|DESCRIPTION|DEFINITION|Mülteci
Uzun süreli ve devamlı kalmak üzere yapılan göçlere ne denir|göçlere|üzere yapılan|DESCRIPTION|DEFINITION|Kalıcı göç
Kavimler göçü kaçıncı yüzyıllarda gerçekleşmiştir|kaçıncı yüzyıllarda gerçekleşmiştir||TEMPORAL|CENTURY|4.yy 5.yy/IV. V. yy
Kavimler göç hangi çağın kapanmasına sebep olmuştur|çağın||TEMPORAL|ERA|İlk çağ
Coğrafi keşifler hangi yüzyılda  hız kazanmıştır|yüzyılda||TEMPORAL|CENTURY|15.yy/XV. yy
Amerika kıtasına olan göçlerde, kayıtlara göre ortalama kaç insan yer değiştirmiştir|göçlerde insan||NUMERIC|SIZE.POPULATION|60 milyon/60000000/60.000.000
İngiliz ve Fransızlar Amerikanın bölgelerinde koloniler kurmuşlardır|Amerikanın hangi bölgelerinde||LOCATION|REGION|Kuzey Amerika
İspanyollar Amerikanın hangi bölgesinde koloniler kurmuşlardır|Amerikanın bölgesinde||LOCATION|REGION|Güney Amerika
Amerikaya olan göçler hangi yüzyılda hız kazanmıştır|yüzyılda||TEMPORAL|CENTURY|19. yy
Osmanlı devleti bünyesinde yaşayan rumların temel geçim kaynağı neydi|temel geçim kaynağı||DESCRIPTION|DESCRIPTION|Ticaret
Yunanistan ile mübadele kararını içeren Lozan anlaşması ne zaman imzalanmıştır|zaman imzalanmıştır||TEMPORAL|DATE|30 ocak 1923
Çoğunlukla bilim ve tekniğin gelişmesine katkıda bulunabilecek nitelikli elemanların başka ülkelere çalışmak amaçlı göç etmelerine ne denir|nitelikli elemanların göç etmelerine||DESCRIPTION|DEFINITION|Beyin göçü
Ülkeler arası beyin göçü hangi yıldan sonra hız kazanmıştır|yıldan sonra||TEMPORAL|DATE|1960
Türkiye en çok beyin göçü veren ülkeler arasında kaçıcı sıradadır|kaçıncı sıradadır||NUMERIC|COUNT|24
Almanya kalkınma politikası sebebiyle hangi yıllar arası işçi alımı yapmıştır|yıllar arası||TEMPORAL|PERIOD|1952-1954
Türkiyeden avrupaya ilk işçi göçleri hangi yıllar arasında gerçekleşmiştir|yıllar arasında||TEMPORAL|PERIOD|1958-1961
Türkiye almanya ile hangi yılda işçi göçü anlaşması yapmıştır|yılda||TEMPORAL|DATE|1961
Günümüzde Almanyada yaklaşık kaç insanımız işçi olarak çalışmaktadır|insanımız|yaklaşık|NUMERIC|SIZE.POPULATION|1.3 milyon/1300000/1.300.000
Göç alan şehirlerde ortaya çıkan problemlerin temel nedeni nedir|temel nedeni|ortaya çıkan|DESCRIPTION|REASON|Plansız kentleşme
Akarsularımızın taşımaya elverişli olmamasının temel sebebi nedir|elverişli olmamasının temel sebebi||DESCRIPTION|REASON|Denge profilleri
Türkiye hidroelektrik üretim potansiyeli açısından dünya sıralamasında kaçıncıdır|kaçıncıdır||NUMERIC|COUNT|3
Dünyaca ünlü çoruh nehrinde hangi spor yapılır|spor||ENTITY|OTHERS|Rafting
Doğru karadenizdeki akarsuların her zaman bol su taşıyor olmasının temel sebebi nedir|taşıyor olmasının temel sebebi||DESCRIPTION|REASON|Yağış miktarı
En geniş havzaya sahip bölgemiz hangisidir|bölgemiz|En geniş havzaya sahip |LOCATION|REGION.LOCAL|Karadeniz
Ege bölgesinde akasuların doğrultusu ne yöne doğrudur|yöne doğrudur||ENTITY|OTHERS|Doğu-batı
Yağışlı dönemde bol su taşıyan akarsular temelde nereden beslenir|akarsular beslenir|Yağışlı|ENTITY|ENTITY|Yağmur
Yağmurla beslenen akarsular daha çok hangi iklimde görülür|iklimde|daha çok|ENTITY|OTHERS|Akdeniz
Kar ve buz sularıyla beslenen akarsuların akışında azalma hangi mevsimde olur|mevsimde||TEMPORAL|SEASON|Kış
Fırat nehrinde bahar aylarında saniyede geçen ortalama su akımı ne kadardır|su akımı|ortalama|NUMERIC|SIZE.DENSITY|2000 metre küp/2000 m3
Gölden çıkan akarsuların beslendiği yerlere ne denir|akarsuların beslendiği yere|beslendiği|DESCRIPTION|DEFINITION|Gideğen
Akım rejimleri yıl içinde birden çok kez değişen akarsulara ne denir|akarsulara|içinde birden kez değişen|DESCRIPTION|DEFINITION|Karma rejimli akarsular
Türkiyede ortalama kaç tane doğal göl vardır|tane doğal göl||NUMERIC|AVERAGE|120
Türkiyede ortalama kaç adet baraj gölü bulunmaktadır|adet baraj gölü||NUMERIC|AVERAGE|555
Ülkemizdeki göllerin toplam yüzölçümü ortalama olarak ne kadardır|yüzölçümü||NUMERIC|SIZE.AREA|10000 m2
Türkiyenin en büyük gölü nedir|gölü|en büyük|ENTITY|LAKE|Van gölü
Buzul gölleri ortalama kaç metre yükseklikte bulunurlar|metre yükseklikte||NUMERIC|SIZE.HEIGHT|2000 m
Volkanik alanlardaki çukurların suyla dolması sonucu oluşan göllere ne isim verilir|göllere isim|oluşan|DESCRIPTION|DEFINITION|Volkanik göl
Delta ovalarındaki kıyı oklarının gerisinde oluşan göllere ne denir|göllere|oluşan|DESCRIPTION|DEFINITION|Kıyı set gölü
Volkanlardan çıkan lavların bir çukurluğun ve vadinin önünü kapamasıyla oluşan göllere ne denir|göllere|oluşan|DESCRIPTION|DEFINITION|Volkanik set gölleri
Oluşumunda tektonik hareketler, volkanik olaylar ve doğal etkenlerin eş zamanlı rol oynadığı göllere ne denir|göllere|rol oynadığı|DESCRIPTION|DEFINITION|Karma oluşumlu göller
Kuzey anadolu dağlarının denize bakan yamaçlarında görülen toprak çeşidinin adı nedir|toprak çeşidinin adı|görülen|ENTITY|OTHERS|Kahverengi orman toprakları
Bir veya birden fazla özelliği benzer olan alanlar neyle adlandırılır|anlanlar neyle adlandırılır||ENTITY|ENTITY|Bölge
Sadabat Paktı hangi ülkelerden oluşuyordu|ülkelerden||LOCATION|COUNTRY|Türkiye İran Irak Afganistan
Dortmund hangi sanayi bölgesinde yer almaktadır|sanayi bölgesinde||LOCATION|REGION|Ruhr
Aynı kentin içinde bulunup kentten soyutlanmış yerleşim alanlarına ne ad verilir|yerleşim alanlarına|kentten soyutlanmış |ENTITY|ENTITY|Getto
Sanayi devrimi kaçıncı yüzyılda gerçekleşmiştir|kaçıncı yüzyılda||TEMPORAL|CENTURY|18. Yüzyıl/XVIII. yy
1960 yılında Dünya üzerinde yaklaşık kaç kişi şehirlerde yaşıyordu|kişi şehirlerde|yaklaşık|NUMERIC|SIZE.POPULATION|1 Milyar/1000000000/1.000.000.000
OECD'nin açılımı nedir|açılımı||ABBREVIATION|EXPRESSION|Ekonomik Kalkınma ve İşbirliği Örgütü
1950 yılında Dünya genelinde kişi başına düşen milli gelir ne kadardır|milli gelir|milli|NUMERIC|MONEY|1671 $
Türkiye'deki sarp bölgelerin kapladığı alan ne kadardır|alan|kapladığı|NUMERIC|SIZE.AREA|487864 Km2
