Arazilerden neden verimli şekilde faydalananılmalıdır|||||
Topoğrafya haritaları hangi konularda bilgi verir|||||
Arazi yetenek sınıflandırması nasıl yapılır|||||
Tarım dışı kullanılması gereken arazilerin tarım amacıyla kullanılması ne gibi sonuçlar doğurur|||||
Şehir planı yapılırken arazi altyapısı neden dikkate alınmalıdır|||||
Planlı arazi kullanımının faydaları nelerdir|||||
Yenilenemeyen enerji kaynakları nelerdir|||||
Küresel ısınma nasıl gerçekleşir|||||
Termik santrallerden kaynaklanan atıklar nelerdir|||||
Açık işletmelerden kömür çıkarılmasının çevresel etkileri nelerdir|||||
Doğal kaynakların aşırı kullanımının sonucu ortaya çıkan sorunlar nelerdir|||||
Doğal kaynakların kullanımında etkili olan faktörler nelerdir|||||
Doğal kaynakların zaman içinde değerinin değişmesinde insanın rolü nedir|||||
Sanayi devrimi doğal kaynak kullanımında nasıl değişikliklere sebep olmuştur|||||
Doğal kaynakların tüketim hızları nelere bağlı olarak değişir|||||
Yağrmu ormanlarının tahrip edilmesi sonucu ortaya çıkan çevresel sorunlar nelerdir|||||
Hızlı nüfus artışının sebepleri nelerdir|||||
Su kaynaklarının azalmasının nedenleri nelerdir|||||
Su kaynaklarının azalması nelere sebep olabilir|||||
İklim değişimi neden gerçekleşmektedir|||||
İklim değişiminin sonuçları nelerdir|||||
Ozon tabakasının tahrip olması nelere sebebiyet verir|||||
Ozon tabakası neden tahrip olmaktadır|||||
Buzulların erimesinin sebepleri nelerdir|||||
Deniz seviyesindeki değişimlerin sebebi nelerdir|||||
Deniz seviyesindeki değişimler nelere yol açar|||||
Kuraklık neden gerçekleşmektedir|||||
Kuraklığın sonuçları nelerdir|||||
Orman yangınlarının sebepleri neler olabilir|||||
Orman yangınlarının muhtemel sonuçları nelerdir|||||
Kasırgalar nasıl oluşur|||||
Kasırgaların sonuçları nelerdir|||||
Asit yağmurları nasıl oluşur|||||
Asit yağmurlarının oluşmasının sebepleri nelerdir|||||
Asit yağmurlarını önlemek için nasıl önlemler alınmalıdır|||||
Asit yağmurunun sonuçları nelerdir|||||
Atmosferdeki ozon gazının görevi nedir|||||
Ozon tabakasının tamamen ortadan kaybolması nelere yol açar|||||
Ozon seyrelmesi ile iklim değişiklikleri arasında nasıl bir ilişki vardır|||||
Teknolojiye bağlı olarak ortaya çıkan çevre problemleri nelerdir|||||
Teknolojinin doğal dengeye olan negatif etkileri nelerdir|||||
Su kirlenmesi nasıl gerçekleşir|||||
Su kirlenmesinde etkili olan faktörler nelerdir|||||
Su kirlenmesinin sonuçları nelerdir|||||
Toprak kirlenmesi nasıl gerçekleşir|||||
Toprak kirlenmesinin sonuçları nelerdir|||||
Toprak kirlenmesinde etkili olan faktörler nelerdir|||||
Toprak kirlenmesi doğal yaşamı nasıl etkiler|||||
Su kirlenmesi doğal yaşamı nasıl etkiler|||||
Hava kirlenmesi nasıl gerçekleşir|||||
Hava kirlenmesinde etkili olan faktörler nelerdir|||||
Hava kirlenmesinin sonuçları nelerdir|||||
Hava kirlenmesi doğal yaşamı nasıl etkiler|||||
Hava kirlenmesini önlemek için nasıl önlemler alınmalıdır|||||
Su kirlenmesini önlemek için nasıl önlemler alınmalıdır|||||
Toprak kirlenmesini önlemek için nasıl önlemler alınmalıdır|||||
Londra tipi hava kirlenmesi ile los angeles tipi hava kirlenmesi arasında nasıl farklar vardır|||||
Radyoaktif kirlenme nasıl oluşur|||||
Radyoaktif kirlenmenin sonuçları nelerdir|||||
Radyoaktif kirlenmede etkili olan faktörler nelerdir|||||
Radyoaktif kirlenme doğal yaşamı nasıl etkiler|||||
Radyoaktif kirlenmenin önüne geçmek için nasıl önlemler alınmalıdır|||||
X ışınlarının kötü etkileri nelerdir|||||
Besin kirlenmesi nasıl olur|||||
Besin kirlenmesinde etkili olan faktörler nelerdir|||||
Besin kirlenmenin sonuçları nelerdir|||||
Besin kirlenmesinin önüne geçmek için neler yapmak gerekir|||||
Ses kirliliği nasıl oluşur|||||
Ses kirliliğinin oluşmasında etkili olan faktörler nelerdir|||||
Ses kirliliğinin sonuçları nelerdir|||||
Ses kirliliğinin önüne geçmek için nasıl önlemler alınmalıdır|||||
İnsan doğayı nasıl değiştirir|||||
İnsanın doğayı değiştirmesinin sonuçları nelerdir|||||
Ekolojik döngülerin bozulması nasıl sonuçlara neden olur|||||
Tarımda su kullaımı su döngüsünü nasıl etkiler|||||
Kentleşme su döngüsünü nasıl etkiler|||||
Nüfus artışı su döngüsünü nasıl etkiler|||||
Betonlaşma yer altı su seviyesini nasıl etkiler|||||
Aşırı su kullanımı yer altı su seviyesini nasıl etkiler|||||
Yer altı sularına deniz suyunun karışmasının sakıncaları nelerdir|||||
Sanayide su kullanımı su döngüsünü nasıl etkiler|||||
Barajlar su döngüsünü nasıl etkiler|||||
Sulak alanları kurutmak su döngüsünü nasıl etkiler|||||
Bitki örtüsünün tahrip edilmesi su döngüsünü nasıl etkiler|||||
Geri dönüşümün ekonomik olarak faydaları nelerdir|||||
Geri dönüşüm çevre kirliliğini nasıl azaltır|||||
Geri dönüşüm ile nasıl enerji tasarrufu sağlanır|||||
Kentleşme ile ortaya çıkan sorunlar nelerdir|||||
Küresel ısınmaya neden olan insan faaliyetleri nelerdir|||||
Küresel ısınma mevsim sürelerini nasıl etkiler|||||
Asit yağmurları ormanları nasıl etkiler|||||
Sera gazlarının üretimini azaltmak için nasıl önlemler alınmalıdır|||||
Elektromanyetik cihazların kullanımı insan sağlığını nasıl etkiler|||||
Atmosferdeki karbondioksit gazının azalması nelere yol açar|||||
Atıkların insan sağlığı üzerindeki etkileri nelerdir|||||
Atıkların çevre sağlığı üzerindeki etkileri nelerdir|||||
Atıkların geri dönüşümü çevre sorunlarını nasıl etkiler|||||
Sera gazları neden dünyanın ortalama sıcaklığını artırmaktadır|||||
Kurşun ve civa gibi maddelerin suda birikmesinin ne gibi zararları vardır|||||
Hava sıcaklığında ekstem durumların görülmesinin sonuçları nelerdir|||||
Hava sıcaklığında ekstrem durumların görülmesinin sebepleri nelerdir|||||
Kasırgaların oluşmasının sebebi nedir|||||
Tsunamiler nasıl oluşur|||||
Tsunamilerin oluşmasının sebepleri nelerdir|||||
Tsunamilerin sonuçları nelerdir|||||
Volkanik faaliyetler nasıl gerçekleşir|||||
Heyelanlar nasıl oluşur|||||
Buzulların erimesi nelere bağlıdır|||||
Buzullarn erimesini önlemek için nasıl önlemler alınabilir|||||
Atmosferdeki gaz oranlarının değişmesi nelere yol açar|||||
Atmosferdeki gaz oranlarının değişmesi canlıları nasıl etkiler|||||
Fosil yakıt kullanımındaki artış doğal sistemleri nasıl etkilemektedir|||||
Küresel ısınmaya sebep olan karbon gazlarının artışını engellemek için neler yapılabilir|||||
Küresel ısınma bitkileri nasıl etkilemiştir|||||
Küresel ısınma hayvanları nasıl etkilemiştir|||||
Sellerin doğal süreçlere olan etkisi nasıldır|||||
Küresel ısınma okyanus akıntılarını nasıl etkiler|||||
İklimin medeniyetlerin doğuşuna nasıl etkileri olmuştur|||||
Mezopotamya hangi özellikleri ile eski kültürlerin doğuşuna ev sahipliği yapmıştır|||||
Nil nehrinin mısır medeniyeti için önemi neydi|||||
Yazının icadı kültürlerin gelişmesini nasıl etkilemiştir|||||
Demir madeninin işlenmeye başlaması uygarlıkları nasıl etkilemiştir|||||
İlk uygarlıklardaki kentlerin ortak özellikleri nelerdir|||||
Mısır uygarlığı neden mezopotamya uygarlığından sonra doğmuştur|||||
Hint uygarlığının  kurulduğu bölgenin özellikleri nasıldır|||||
Sanayi devriminden önce temel ekonomik faaliyetinin hayvancılık olmasının sebepleri nelerdir|||||
Sanayi devrimi ekonomik faaliyetleri nasıl değişikliklere uğratmıştır|||||
Ruhr bölgesinin gelişmesinde kömürden yararlanılmaya başlanması nasıl bir rol üstlenmiştir|||||
Ren nehri Ruhr bölgesi için neden önemlidir|||||
Sanayileşme hareketleri ülkemizde nasıl değişikliklere sebep olmuştur|||||
Kentleşme nedir|||||
Kentlileşme nedir|||||
Göç hareketlerinin nedenleri nelerdir|||||
Plansız kentleşmenin sonuçları nelerdir|||||
Plansız kentleşme hangi sebeplerden dolayı gerçekleşir|||||
Göç ve kentleşme arasında nasıl bir ilişki vardır|||||
Gebzenin yoğun göç almasının sebepleri nelerdir|||||
Gebzenin coğrafi konumu sanayinin gelişmesini nasıl etkilemiştir|||||
Gebzedeki hızlı kentleşmenin sebep olduğu sosyoekonomik sorunlar nelerdir|||||
Bombayın dünyanın en kalabalık şehirlerinden biri olmasında hangi faktörler etkili olmuştur|||||
Bombayın hindistan ekonomisi üzerine nasıl etkileri vardır|||||
Sanayileşme, kentleşme hareketinin gelişimini nasıl etkilemiştir|||||
Ulaşım araçlarındaki gelişimler ekonomiyi nasıl etkilemiştir|||||
Teknoloji nasıl yeni iş sahaları yaratmaktadır|||||
Teknoloji insanlara nasıl daha yüksek bir hayat standardı sağlamaktadır|||||
Teknoloji üretimde gerekli iş gücü miktarını nasıl azaltmaktadır|||||
Teknoloji nasıl mal ve hizmet üretimini hızlandırmıştır|||||
Teknoloji ne tür çevre sorunlarına yol açmaktadır|||||
Teknoloji neden işsizliği artırmaktadır|||||
Teknoloji doğal kaynakları nasıl tüketmektedir|||||
Teknoloji ne gibi sosyal sorunlara yol açar|||||
Günümüzde uzay teknolojilerinin askeri etkileri nasıldır|||||
Günümüzde uzay teknolojilerinin politik etkileri nasıldır|||||
1950den sonra dünya nüfusunun çok hızlı artmasının sebepleri nelerdir|||||
Türkiyede tarım bölgelerinin dağılışında etkili olan doğal faktörler nelerdir|||||
Türkiyede tarım bölgelerinin dağılışında etkili olan beşeri faktörler nelerdir|||||
Türkiyede tarım bölgelerinin dağılışında etkili olan ekonomik faktörler nelerdir|||||
Türkiyede yoğun nüfuslu bölgelerin benzer özellikleri nelerdir|||||
Ulaşım sistemlerinin ortaya çıkış sebepleri nelerdir|||||
Türkiyenin coğrafi konumu ulaşım türlerinin gelişmesini nasıl etkilemiştir|||||
İklimin ulaşım türleri üzerindeki etkisi nasıldır|||||
Türkiyedeki sanayi faaliyetlerinin ulaşım üzerindeki etkileri nelerdir|||||
İstanbul boğazının denizcilik açısından önemi nedir|||||
İstanbul boğazının politik açıdan önemi nedir|||||
İstanbul boğazının ekonomik açıdan önemi nedir|||||
